TF_PROT	BS_RNA	Type	22909821
NR3C1	BGLAP	Repression	22328717
NR3C1	BRCA1	Activation	18772142
NR3C1	CALD1	Activation	18097517
NR3C1	CCND1	Unknown	9154817
NR3C1	CCND3	Repression	9154817
NR3C1	CDK4	Repression	9154817
NR3C1	CDK6	Repression	17989362
NR3C1	CDKN1A	Activation	19570036
NR3C1	COX1	Unknown	11891846
NR3C1	CSF1R	Unknown	16740737
NR3C1	CYP19A1	Activation	17016446
NR3C1	ELK1	Repression	17016446
NR3C1	ETS1	Repression	24535227
NR3C1	HRH1	Unknown	17551100
NR3C1	HSD11B2	Unknown	16728402
NR3C1	MAOA	Unknown	11418607
NR3C1	MUC4	Unknown	17016446
NR3C1	NFKB1	Repression	12815172
NR3C1	NR1I2	Unknown	22516378
NR3C1	NR3C1	Unknown	10894149
NR3C1	PNRC1	Unknown	20482443
NR3C1	PPIG	Unknown	15149733
NR3C1	RLN1	Unknown	15149733
NR3C1	RLN2	Unknown	11705993
NR3C1	RPS6KA3	Activation	21751241
NR3C1	S100P	Unknown	10212217
NR3C1	SCNN1A	Unknown	14684580
NR3C1	SLC10A2	Unknown	11126367
NR3C1	SPP1	Unknown	17016446
NR3C1	SRF	Repression	17016446
NR3C1	STAT1	Repression	12815172
NR3C1	TAT	Unknown	17016446
NR3C1	TP53	Repression	18172616
NR3C1	UGT1A1	Activation	15557560
NR3C1	UGT1A1	Unknown	9694812
NR3C2	ATP1B1	Repression	11216640
NR3C2	ATP1B1	Unknown	22345406
NR3C2	CABIN1	Repression	11751947
NR3C2	CCR5	Activation	11751947
NR3C2	CCR6	Activation	16179010
NR3C2	CD40	Activation	17692454
NR3C2	EGFR	Activation	22469622
NR3C2	LCN2	Unknown	22159226
NR4A1	BABAM2	Repression	12842839
NR4A1	CCNA2	Repression	12842839
NR4A1	CDKN1B	Activation	20083153
NR4A1	CYP11A1	Unknown	20083153
NR4A1	CYP17A1	Unknown	12947120
NR4A1	E2F1	Activation	14563113
NR4A1	FASLG	Unknown	15666793
NR4A1	HSD3B2	Activation	15208301;20083153;23874725
NR4A1	HSD3B2	Unknown	17139261
NR4A1	MDM2	Repression	22551568
NR4A1	MMP2	Activation	22159226
NR4A1	RNF7	Repression	12506026
NR4A1	SERPINE1	Unknown	20083153
NR4A1	STAR	Unknown	22551568
NR4A1	TIMP2	Activation	19213954
NR4A1	TNF	Repression	17977826
NR4A2	APOM	Unknown	11315917
NR4A2	CRH	Unknown	19732956
NR4A2	CXCL8	Unknown	17283078
NR4A2	MMP1	Repression	19494806
NR4A2	SLC6A3	Unknown	18855877
NR4A3	PPARG	Repression	21220346
NR5A1	AMH	Activation	10446911;9774680
NR5A1	AMH	Unknown	18984668
NR5A1	CITED2	Activation	11057754;23530236
NR5A1	CYP11A1	Unknown	11014212
NR5A1	CYP11B1	Unknown	21169726
NR5A1	CYP11B2	Repression	17786540
NR5A1	CYP17A1	Activation	17664281;21467194;23530236
NR5A1	CYP17A1	Unknown	12213901;21087664
NR5A1	CYP19A1	Activation	22427816
NR5A1	CYP19A1	Repression	7789992
NR5A1	CYP2B6	Unknown	11328853
NR5A1	FSHR	Unknown	23530236
NR5A1	HSD3B1	Unknown	19022561
NR5A1	HSD3B2	Activation	23530236
NR5A1	INSL3	Unknown	10319325
NR5A1	LHB	Activation	20650879
NR5A1	MC2R	Activation	10811295
NR5A1	MC2R	Unknown	17566092
NR5A1	NOV	Repression	11990799
NR5A1	NR0B1	Activation	7677767
NR5A1	NR0B1	Unknown	18984668
NR5A1	PBX1	Activation	10894149
NR5A1	PNRC1	Unknown	17226773
NR5A1	POU5F1	Unknown	11207191
NR5A1	SRY	Activation	19022561
NR5A1	STAR	Activation	22427816
NR5A1	STAR	Repression	10919277;11111087;15129808;16439455;23530236
NR5A1	STAR	Unknown	21622533
NR5A1	STARD7	Activation	18270374
NR5A2	ABCB11	Unknown	15121760
NR5A2	ABCG5	Activation	15121760
NR5A2	ABCG8	Activation	19041685
NR5A2	CCNE1	Unknown	11331284
NR5A2	CETP	Activation	19067654
NR5A2	CYP11A1	Unknown	11564608
NR5A2	CYP11B1	Activation	11927588
NR5A2	CYP19A1	Unknown	19022561
NR5A2	HSD3B2	Activation	23874725
NR5A2	HSD3B2	Unknown	18191017
NR5A2	NR5A2	Activation	12456679
NR5A2	SLC10A2	Unknown	19022561
NR5A2	STAR	Activation	18234454
NRF1	CAPNS1	Activation	10773445
NRF1	COX6A1	Unknown	10381170;20068066
NRF1	CXCR4	Activation	11058604;16500891
NRF1	FMR1	Activation	15175277;9302255;9328468
NRF1	FMR1	Unknown	16886907
NRF1	FXR2	Activation	10626815
NRF1	GALNT3	Unknown	22870279
NRF1	IDE	Activation	11035254
NRF1	NQO1	Unknown	21051700
NRF1	PRDX3	Activation	21051700
NRF1	PRDX5	Activation	9492280
NRF1	SDHB	Unknown	20724482
NRF1	SLC46A1	Activation	16116039
NRF1	SNRPN	Unknown	22574173
NRF1	SPAST	Activation	18364745
NRF1	TOMM34	Unknown	17056252
NRIP1	SLC7A1	Activation	18294621
NRL	NR2E3	Activation	12566383
NRL	PDE6B	Unknown	15277472
NRL	RBP3	Repression	15277472
NRL	RHO	Repression	11477108;12566383
NRL	RHO	Unknown	18690848
NUPR1	BCL2L1	Activation	18690848
NUPR1	CDKN1A	Activation	22858377
NUPR1	CDKN1A	Unknown	22858377
NUPR1	EP300	Unknown	19650074
NUPR1	MSL1	Repression	22858377
NUPR1	TP53	Unknown	23793848
OLIG2	LGR5	Unknown	11478782
ONECUT1	MITF	Unknown	9553065
ONECUT1	PROC	Activation	11478782
ONECUT2	MITF	Activation	16831872
ONECUT2	SYTL4	Repression	18849347
OTX1	BEST1	Activation	21047732
OTX2	AURKA	Activation	18849347
OTX2	BEST1	Activation	20530484
OTX2	BEST1	Unknown	21047732
OTX2	CCNG2	Activation	21047732
OTX2	CDC25C	Activation	12559959
OTX2	DCT	Unknown	18628516
OTX2	HESX1	Unknown	21047732
OTX2	IGF1	Activation	21047732
OTX2	IL6	Activation	22085933
OTX2	PAX6	Activation	18628516
OTX2	POU1F1	Unknown	10354480;10372988
OTX2	RBP3	Activation	18628516
OTX2	RBP3	Unknown	22259223
OTX2	TYR	Activation	20048076
PA2G4	AGR2	Activation	20159994
PA2G4	AR	Unknown	16254079
PA2G4	E2F1	Repression	17786317
PA2G4	E2F1	Unknown	16254079
PA2G4	KLK3	Repression	20564216
PARP1	BCL2	Repression	18990703
PARP1	BRCA2	Repression	21577210
PARP1	CDH1	Activation	18773488
PARP1	CDH1	Unknown	20711239
PARP1	CDKN1A	Unknown	11112786
PARP1	CXCL1	Unknown	18445785
PARP1	DNAAF4	Unknown	14627987
PARP1	E2F1	Activation	23860323
PARP1	FBN1	Unknown	22223884
PARP1	FN1	Unknown	19281796
PARP1	FOXO1	Repression	24184271
PARP1	HFE	Unknown	21990073
PARP1	HTR1A	Repression	19501422
PARP1	IFNAR1	Unknown	17177976
PARP1	IFNG	Unknown	20181890
PARP1	IL10	Unknown	16026317
PARP1	JUN	Unknown	16026317
PARP1	NFKB1	Unknown	16026317
PARP1	RELA	Unknown	22159350
PARP1	SERPINE1	Activation	18312852
PARP1	SERPINF1	Repression	22820184
PARP1	SH3BP2	Unknown	17616514
PARP1	SMARCB1	Unknown	21577210
PARP1	SNAI1	Repression	21489980
PARP1	THBD	Activation	21489980
PARP1	THBD	Repression	17720873
PARP1	VIM	Activation	11912153;9989812
PAWR	BCL2	Repression	11502835
PAWR	NOV	Activation	9826722
PAX1	PDGFRA	Unknown	21876729;21880579
PAX2	ADAM10	Unknown	10991938
PAX2	ERBB2	Unknown	21880579
PAX2	L1CAM	Unknown	16406048;19485921
PAX2	NCAM1	Unknown	8521821
PAX2	TP53	Repression	9178767
PAX2	WT1	Unknown	10871843
PAX3	BCL2L1	Activation	20068066
PAX3	CXCR4	Activation	17229153
PAX3	DPYSL2	Unknown	8633043
PAX3	MET	Unknown	20925909;21965087
PAX3	MITF	Activation	19074888
PAX3	MITF	Repression	19026785;9500554
PAX3	MITF	Unknown	20569257
PAX3	SHH	Unknown	17426099
PAX4	GCG	Repression	17426099
PAX4	INS	Repression	10601637
PAX4	INS	Unknown	15161765
PAX4	ISL1	Unknown	22105368
PAX5	BAX	Activation	22105368
PAX5	BCL2	Repression	18697940
PAX5	BLK	Repression	22105368
PAX5	CCND1	Repression	15163413
PAX5	CD19	Activation	10666449;12907641;20208555
PAX5	CD19	Unknown	9545244
PAX5	CD79A	Activation	22105368
PAX5	CDKN1A	Activation	12731041
PAX5	FCER2	Unknown	21540083
PAX5	FHL2	Activation	9545244
PAX5	LEF1	Activation	24628993
PAX5	MET	Activation	19139719
PAX5	MET	Unknown	22105368
PAX5	MMP1	Repression	9545244
PAX5	MYCN	Activation	17682124;22593617
PAX5	PRDM1	Repression	9190940
PAX5	PRKCE	Unknown	11094072;12044781
PAX5	RAG2	Unknown	10197586
PAX5	RB1	Unknown	19806612
PAX5	TERT	Activation	22105368
PAX5	TIMP1	Activation	22105368
PAX5	TP53	Activation	8521821
PAX5	TP53	Repression	8627152
PAX5	XBP1	Repression	22583899
PAX6	FABP7	Activation	21824252
PAX6	GCG	Unknown	10954416
PAX6	ITGA5	Unknown	10954416
PAX6	ITGB1	Unknown	9856765
PAX6	KRT12	Unknown	19651775
PAX6	MET	Activation	17047041
PAX6	MMP2	Unknown	19034419
PAX6	PCSK1	Activation	12783165
PAX6	PDHX	Repression	11554737
PAX6	PROX1	Activation	11554737
PAX6	SIX3	Activation	21602887
PAX8	E2F1	Activation	8071351
PAX8	NCAM1	Activation	15673291
PAX8	SLC3A1	Activation	14630715;17614769
PAX8	SLC5A5	Activation	17614769
PAX8	TG	Repression	8521821
PAX8	TP53	Repression	17614769
PAX8	TSHR	Repression	15961562;8861958
PAX8	WT1	Activation	17131398
PBX1	HOXB1	Activation	19522013
PBX1	NANOG	Activation	12609849
PBX1	PF4	Activation	19799567
PBX1	SOX3	Unknown	17200190
PBX1	VCP	Activation	15494461
PBX2	EMX2	Activation	17786630
PBX2	FMO3	Unknown	24617557
PBX2	MEIS1	Unknown	12609849
PBX2	PF4	Activation	12065766
PBX2	UGT2B17	Unknown	19356220
PBX2	VCP	Unknown	24204001
PCBD1	FXYD2	Repression	22085718
PCGF2	HOXA7	Activation	22085718
PCGF2	HOXA7	Repression	23474752
PCGF2	ZEB1	Repression	23474752
PCGF2	ZEB2	Repression	14563113
PDCD11	FASLG	Unknown	8866550
PDX1	GCK	Activation	7568086
PDX1	INS	Activation	10426567;10567373;10585868;20886630
PDX1	INS	Unknown	19675098
PER1	BAX	Repression	19675098
PER1	BCL2	Activation	22526585
PER1	SLC5A1	Repression	23836662
PER2	SNAI2	Repression	23836662
PER2	TWIST1	Repression	22348324
PGR	ABCG2	Unknown	22330642
PGR	ATP1B1	Unknown	17785366
PGR	BCL2	Activation	9306964
PGR	BCL2	Unknown	22542550;22892083
PGR	CCND1	Unknown	18483177
PGR	CYP19A1	Repression	22020934
PGR	DUSP1	Activation	20123965
PGR	E2F1	Activation	22542550
PGR	EGFR	Unknown	18483177
PGR	ERBB2	Repression	16982776
PGR	ESR1	Activation	18685848
PGR	FOXP3	Repression	12890680
PGR	HLTF	Activation	11117526;15987820
PGR	IGFBP1	Unknown	18685848
PGR	IL10	Repression	14534541
PGR	IRS2	Unknown	9052414
PGR	KLK3	Unknown	19147544
PGR	KLK4	Activation	22892083
PGR	MYC	Unknown	21284604
PGR	PLD1	Unknown	18483177
PGR	PTGS2	Repression	8626413
PGR	RELA	Repression	15149733
PGR	RLN1	Unknown	15149733
PGR	RLN2	Unknown	22542550
PGR	VEGFA	Unknown	22329840
PGR	YWHAQ	Unknown	21256954
PHB2	ARNT	Repression	19117054
PHB2	BTG2	Repression	20530714
PHF10	CASP3	Unknown	23979597
PHF8	CDC20	Unknown	16280598
PHOX2A	DBH	Activation	11034547
PHOX2A	DBH	Unknown	20044949
PHOX2A	TLX2	Activation	20957039
PHOX2B	ALK	Activation	11034547;16280598
PHOX2B	DBH	Activation	15888479
PHOX2B	DBH	Unknown	18201699
PHOX2B	MSX1	Repression	15888479
PHOX2B	PHOX2A	Unknown	16402914;20044949
PHOX2B	TLX2	Activation	17505528
PHOX2B	TLX2	Unknown	21467194
PIAS1	CYP17A1	Unknown	22539995
PIAS1	FABP2	Activation	17717071
PIAS1	MUC1	Repression	19136629
PIAS1	PRMT1	Repression	22539995
PIAS1	SI	Activation	17940994;19136629
PIAS1	STAT1	Unknown	11117529
PIAS2	AR	Activation	21908575
PIAS2	LRRN3	Repression	17717071
PIAS2	MUC1	Repression	21123453
PIAS2	MYCN	Repression	17565989
PIAS3	ATF1	Activation	22174013
PIAS3	ESR1	Unknown	17717071
PIAS3	MUC1	Repression	16098628
PIAS3	STAT3	Unknown	17717071
PIAS4	MUC1	Repression	22564762
PIAS4	VDR	Unknown	14573596
PIR	NFKB1	Unknown	23206257
PITX1	DUX4	Unknown	18339718
PITX1	FSHB	Unknown	19106114
PITX1	GNRH1	Repression	21425961
PITX1	HES1	Repression	12242290
PITX1	IFNA1	Repression	12242290
PITX1	IRF2	Repression	12242290
PITX1	IRF7	Repression	21425961
PITX1	JUN	Repression	19106114
PITX1	LHB	Unknown	21425961
PITX1	NKX3-1	Repression	16879162
PITX1	PRL	Activation	21425961
PITX1	RUNX1	Repression	21425961
PITX1	RUNX2	Repression	20598276
PITX1	TBX4	Unknown	21300782
PITX1	TERT	Repression	21425961
PITX1	TRIB2	Repression	23354914
PITX2	ABCB1	Unknown	24253043
PITX2	FGF16	Unknown	18339718
PITX2	FSHB	Unknown	19106114
PITX2	GNRH1	Repression	17785445
PITX2	LEF1	Activation	23229549
PITX2	LHX6	Activation	21837767
PITX2	PLOD1	Unknown	16879162
PITX2	PRL	Activation	21873665
PITX2	SLC13A3	Unknown	23250740
PITX2	WNT2	Unknown	23250740
PITX2	WNT5A	Unknown	21698120
PITX3	MIP	Activation	22223473
PITX3	TH	Activation	12732210
PKNOX1	MEIS1	Unknown	12732210
PKNOX1	PF4	Unknown	20864515
PKNOX1	PTPN6	Activation	20864515
PKNOX1	SYP	Activation	18850323
PLAG1	ABCC6	Activation	14712223
PLAG1	CRLF1	Activation	10646861;11284386;11888928;14695992;14712223
PLAG1	IGF2	Activation	23023303
PLAG1	IGF2	Unknown	16596326
PLAG1	XRCC1	Unknown	18850323
PLAGL1	ABCC6	Activation	19423711
PLAGL1	SDHB	Repression	11888928
PLAGL2	IGF2	Activation	17462995
PLAGL2	METAP2	Activation	17462995;20025940
PLAGL2	NCF2	Activation	17618602;18655774
PLAGL2	SFTPC	Activation	16007146
PML	BAX	Activation	16253165
PML	CASP3	Activation	15529177
PML	CCND1	Repression	12727882
PML	CCNT1	Unknown	10356361;16007146
PML	CDKN1A	Activation	18089734
PML	EAF2	Repression	12673202;9819401
PML	EGFR	Repression	18809579
PML	EP300	Activation	17124055
PML	FLT3	Activation	23542129
PML	GRIP1	Activation	21993313
PML	HCK	Unknown	18809579
PML	HIPK2	Activation	11042692
PML	IFNB1	Activation	12032831
PML	NR4A1	Repression	15529177
PML	PML	Activation	12080044
PML	TNFAIP3	Repression	15459016
PML	TNFSF10	Activation	12837275
PML	TP53	Unknown	11891284
PML	UBA7	Repression	21878508
POLR1A	E2F1	Repression	10842322
POU1F1	BDKRB1	Unknown	11081207
POU1F1	CGA	Unknown	16061841;7529501
POU1F1	GH1	Activation	11081207;11874696;15998782;17456792;7608249;7877625;9207961
POU1F1	GH1	Unknown	7608249
POU1F1	GH2	Activation	7529501
POU1F1	GHR	Activation	8188699
POU1F1	INSM1	Unknown	22199144
POU1F1	POU1F1	Activation	16879162;7529501
POU1F1	PRL	Activation	11081207;11874696;17240357;17933456;19808898;7877625;9207961;9822660
POU1F1	PRL	Unknown	8914017
POU1F1	REN	Unknown	7529501
POU1F1	TSHB	Activation	12655183;16901973;9167960;9207961
POU1F1	TSHB	Unknown	17456792
POU1F1	VDR	Activation	24801987
POU2AF1	ID2	Unknown	1423591
POU2AF1	IGH	Activation	24801987
POU2AF1	SPIB	Unknown	15831936
POU2AF1	TK1	Activation	17621271
POU2AF1	TNFRSF17	Activation	21387309
POU2F1	AR	Unknown	10842322
POU2F1	BDKRB1	Unknown	21255642
POU2F1	CAPN6	Unknown	12391146
POU2F1	CCND1	Activation	16278805
POU2F1	CDX2	Unknown	11525640
POU2F1	GADD45A	Activation	11420680
POU2F1	GADD45A	Unknown	7499351
POU2F1	GATA1	Unknown	11071865
POU2F1	GCM1	Unknown	19965638
POU2F1	GFI1B	Unknown	15319450
POU2F1	GNRH1	Unknown	2336386
POU2F1	HBG1	Repression	10064132;2007132
POU2F1	HIST2H2BE	Unknown	10998423
POU2F1	HPGDS	Unknown	19212692
POU2F1	ID1	Unknown	11781715
POU2F1	IL2	Activation	9135552
POU2F1	IL2	Unknown	9135552
POU2F1	IL2RA	Unknown	11781715
POU2F1	IL4	Repression	10491186
POU2F1	IL5	Unknown	20960210
POU2F1	LCT	Activation	12391146
POU2F1	LGALS4	Activation	15563594
POU2F1	MAD2L1	Activation	10951201
POU2F1	PLAU	Unknown	11847120
POU2F1	POU2AF1	Unknown	19118563
POU2F1	PTGIR	Activation	21060808
POU2F1	RPTOR	Unknown	11978967
POU2F1	RRM2B	Unknown	19212692
POU2F1	SDC4	Unknown	23836662
POU2F1	SNAI2	Activation	23836662
POU2F1	SNAI2	Repression	9644240
POU2F1	SNAPC1	Unknown	11126367
POU2F1	SPP1	Unknown	10814704
POU2F1	ST6GAL1	Unknown	15831936
POU2F1	TK1	Activation	11385613
POU2F1	TRA	Unknown	23836662
POU2F1	TWIST1	Activation	23836662
POU2F1	TWIST1	Repression	11375392
POU2F1	TXNRD1	Unknown	10779377
POU2F1	UGT2B7	Activation	9694713
POU2F1	VCAM1	Repression	7507210
POU2F1	VWF	Activation	9694713
POU2F1	VWF	Repression	2302733
POU2F2	HBB	Unknown	12938212
POU2F2	HLA-DOB	Unknown	7629508
POU2F2	HLA-DRA	Unknown	24801987
POU2F2	ID2	Unknown	10491186
POU2F2	IL5	Unknown	12592383
POU2F2	SPI1	Unknown	24801987
POU2F2	SPIB	Unknown	11126367
POU2F2	SPP1	Unknown	15831936
POU2F2	TK1	Activation	11385613
POU2F2	TRA	Unknown	8816448
POU2F3	SPRR2A	Unknown	9032292
POU3F1	GNRH1	Unknown	23069940
POU3F2	CDH13	Unknown	9602135
POU3F2	DDC	Unknown	21771320
POU3F2	FABP7	Unknown	23197593
POU3F2	FOXP2	Unknown	11875100
POU3F2	GNRH1	Activation	18628967
POU3F2	MITF	Unknown	23358112
POU3F2	NKX2-1	Unknown	22290434
POU3F2	PAX3	Unknown	21215707
POU3F2	PDE5A	Repression	21824252
POU3F4	GCG	Unknown	16112651
POU4F1	HPSE	Unknown	15818685
POU4F1	HSP90AA1	Activation	17637757
POU4F2	CCND1	Activation	15818685
POU4F2	HSP90AA1	Activation	17068183
POU5F1	BMP4	Repression	19968627
POU5F1	CDKN1A	Repression	17068183
POU5F1	CDX2	Repression	9602135
POU5F1	DDC	Unknown	17068183
POU5F1	DKK1	Repression	17068183
POU5F1	DLX5	Repression	17068183
POU5F1	EOMES	Repression	10801796
POU5F1	FGF4	Activation	11704867
POU5F1	GADD45A	Unknown	14990861;17068183
POU5F1	GATA6	Repression	17068183
POU5F1	HLX	Repression	17068183
POU5F1	ID2	Repression	22311737
POU5F1	ITGA6	Activation	22162396
POU5F1	L1TD1	Unknown	17068183
POU5F1	LEFTY1	Activation	17068183
POU5F1	NANOG	Activation	18338330
POU5F1	NANOG	Unknown	17671748
POU5F1	SEMA6A	Unknown	17068183
POU5F1	SOX2	Activation	11891324
POU5F1	SPP1	Activation	17068183
POU5F1	TBXT	Repression	17068183
POU5F1	TBX18	Repression	17068183
POU5F1	TDGF1	Activation	17068183
POU5F1	THY1	Activation	17068183
POU5F1	ZFP42	Activation	20110263
PPARA	ACADL	Unknown	20110263
PPARA	ACOX1	Unknown	17150915
PPARA	ACSL1	Repression	12099716;15190076
PPARA	ANGPTL4	Activation	19433068
PPARA	APOA4	Unknown	16448983
PPARA	APOA5	Unknown	11925428
PPARA	APOB	Activation	16542871
PPARA	APOB	Repression	12700342
PPARA	APOBR	Repression	10494028
PPARA	APOC3	Repression	11007963
PPARA	APOC3	Unknown	16713233;20110263
PPARA	CD36	Unknown	18481130
PPARA	CETP	Activation	11564716
PPARA	CGB5	Unknown	17150915
PPARA	CPT1A	Repression	15521013
PPARA	CYP1A1	Activation	20178979
PPARA	CYP2C9	Repression	19717768
PPARA	FABP4	Unknown	20110263
PPARA	G0S2	Unknown	17413033
PPARA	HMOX1	Unknown	20110263
PPARA	IGFBP1	Unknown	15001458
PPARA	IL6	Unknown	14764586
PPARA	IL6R	Repression	10634806
PPARA	LPL	Activation	16434556
PPARA	MLYCD	Unknown	21840940
PPARA	MMP9	Repression	14976045
PPARA	NFKBIA	Activation	11981037
PPARA	NFKBIA	Unknown	15955060
PPARA	PDK4	Activation	17150915
PPARA	PLIN2	Repression	11412039
PPARA	PTGS2	Activation	15631825
PPARA	SERPINE1	Activation	12667383
PPARA	SERPINE1	Unknown	19748481
PPARA	SLC25A20	Unknown	19958503
PPARA	SLC9A1	Unknown	19958503
PPARA	SOD2	Unknown	16946405
PPARA	SREBF2	Repression	21542777
PPARA	STAT5A	Unknown	20110263
PPARA	SULT2A1	Unknown	23029400
PPARA	TUBA1B	Unknown	18848838
PPARA	TXNIP	Repression	11875072
PPARA	UCP1	Repression	12582161
PPARA	UGT1A9	Activation	17511960
PPARD	ANG	Repression	15190076
PPARD	ANGPTL4	Repression	18048767
PPARD	CAT	Activation	15591138
PPARD	HSD11B2	Repression	10634806
PPARD	LPL	Activation	15955060
PPARD	PDK4	Activation	14506281
PPARD	SAT1	Activation	18048767
PPARD	SOD1	Activation	17511960
PPARD	TIMP1	Activation	18048767
PPARD	TXN	Activation	16785230
PPARG	ABCG2	Activation	19049899
PPARG	ACAT1	Activation	20484463
PPARG	ADIPOQ	Activation	18373719;19833717
PPARG	ADIPOQ	Unknown	18855759
PPARG	AGER	Repression	15190076
PPARG	ANGPTL4	Activation	14570927
PPARG	ANGPTL4	Unknown	16542871
PPARG	APOB	Repression	12700342
PPARG	APOBR	Repression	22240811
PPARG	ATP2A2	Unknown	14960510
PPARG	BAD	Activation	15067355
PPARG	BCL2	Activation	14960510
PPARG	BCL2	Repression	14960510
PPARG	BCL2L1	Repression	17355223
PPARG	BRS3	Activation	20075562
PPARG	CAT	Unknown	17764562
PPARG	CAV1	Unknown	15041706;15193259;15486348
PPARG	CCND1	Repression	14960510
PPARG	CCNE1	Repression	11795270
PPARG	CD36	Activation	15104237;17322100
PPARG	CD36	Unknown	15356156
PPARG	CD83	Activation	15041706
PPARG	CDKN1A	Activation	15867211
PPARG	CEBPA	Unknown	17172826
PPARG	CFLAR	Repression	19358337
PPARG	CIITA	Activation	11861426;17611194
PPARG	CIITA	Repression	16688762
PPARG	CLDN2	Unknown	15356291
PPARG	CPT1B	Activation	18566389
PPARG	CSF1	Repression	12015306
PPARG	DBI	Unknown	20970965
PPARG	DEFB103A	Unknown	15486348
PPARG	EGFR	Repression	18177270
PPARG	ERO1A	Activation	20484463
PPARG	ERP44	Activation	20484463
PPARG	ERP44	Repression	11574398
PPARG	FABP4	Activation	17322100;21047783
PPARG	FABP4	Unknown	18293083
PPARG	FASLG	Activation	22522926
PPARG	FGF1	Unknown	14662774
PPARG	GDF15	Unknown	14749268
PPARG	GK	Activation	17413033
PPARG	HMOX1	Unknown	17425601
PPARG	ICAM1	Repression	20436223
PPARG	JAG1	Unknown	23275339
PPARG	KLF4	Unknown	16269451
PPARG	LIPE	Activation	15090544
PPARG	MMP1	Unknown	20021931
PPARG	MMP9	Repression	11973610
PPARG	MYC	Repression	20436223
PPARG	NOTCH4	Unknown	11604492
PPARG	NR1H3	Unknown	15955060
PPARG	PDK2	Repression	11420178;16403437
PPARG	PLIN2	Activation	17322100;19571381
PPARG	PLIN2	Unknown	12881480
PPARG	POU2F1	Activation	11378386;16425225;16775433;20198337
PPARG	PTEN	Activation	11412039
PPARG	PTGS2	Activation	14555539;16506021
PPARG	PTGS2	Repression	10827178;11278336
PPARG	PTGS2	Unknown	12839938
PPARG	RARB	Activation	18483152
PPARG	REN	Repression	17785633
PPARG	REN	Unknown	20360975
PPARG	RETN	Activation	12504108
PPARG	RETN	Unknown	14506281
PPARG	SAT1	Activation	14750214
PPARG	SAT1	Unknown	10073956
PPARG	SERPINE1	Unknown	16670091
PPARG	SLC2A4	Repression	17614769
PPARG	SLC5A5	Activation	19887620
PPARG	SLC9A1	Repression	20357037
PPARG	SOCS7	Unknown	17614769
PPARG	TG	Repression	12056809
PPARG	TNFRSF11B	Unknown	14960510;16887883
PPARG	TP53	Activation	17614769
PPARG	TSHR	Repression	19808645
PPARG	TXNIP	Unknown	12582161
PPARG	UGT1A9	Activation	19861583
PPARG	VLDLR	Activation	16891307
PPARGC1A	ALDOB	Activation	16891307
PPARGC1A	APOA5	Activation	16891307
PPARGC1A	APOC3	Activation	16882880
PPARGC1A	CYP2C9	Unknown	16891307
PPARGC1A	CYP7A1	Activation	17828388
PPARGC1A	MFN2	Activation	16434556
PPARGC1A	MLYCD	Unknown	16891307
PPARGC1A	OTC	Activation	16891307
PPARGC1A	PCK2	Activation	16765445;16982896;17300840
PRDM1	CIITA	Repression	21722313
PRDM1	GCSAM	Repression	21722313
PRDM1	LMO2	Repression	20530581
PRDM1	MKI67	Unknown	10713181;12032779
PRDM1	MYC	Repression	20530581
PRDM1	PCNA	Unknown	20953172
PRDM14	POU5F1	Activation	24423864
PRDM2	KMT5A	Unknown	19426980
PREB	CCL2	Unknown	20411477
PREB	PRL	Unknown	22982861
PROX1	AKT2	Repression	21040746
PROX1	CCNE1	Activation	17069925
PROX1	CDKN1B	Activation	17069925
PROX1	CDKN1C	Activation	23626788
PROX1	CYP7A1	Repression	20064070
PROX1	IFNG	Repression	22023334
PROX1	NR1I2	Repression	19264593
PROX1	NR5A2	Repression	22942256
PROX1	RGS4	Repression	11554737
PROX1	SIX3	Activation	22982861
PROX1	TWIST1	Repression	11023822
PTF1A	CEL	Unknown	16540664
PTMA	CDKN1A	Unknown	21176371;21575365
PTMA	IDO1	Activation	21176371;21575365
PTMA	IDO2	Activation	21176371;21575365
PTMA	TLR9	Repression	22475756
PTTG1	CCNB1	Activation	22081074
PTTG1	CDC42	Activation	22475756
PTTG1	CDK1	Activation	22081074
PTTG1	DOCK1	Activation	12213878
PTTG1	FGF2	Unknown	16926250
PTTG1	ID3	Activation	16926250
PTTG1	KDR	Activation	19351864
PTTG1	LGALS1	Activation	22475756
PTTG1	MYC	Activation	11115508
PTTG1	MYC	Unknown	15886233
PTTG1	PTTG1IP	Activation	22081074
PTTG1	RAC1	Activation	22081074
PTTG1	RHOA	Activation	19351864
PTTG1	S100A4	Activation	19351864
PTTG1	TIMP2	Repression	12213878;16926250
PTTG1	VEGFA	Activation	18413735;19790234
PURA	AR	Repression	22899247
PURA	ERBB2	Unknown	10903433
PURA	FAS	Repression	18386260
PURA	PCNA	Repression	18769160
RAD51	SP1	Activation	17272513
RARA	ABCC3	Repression	1313714
RARA	ANXA8	Repression	11090075
RARA	CCNA1	Repression	10356361
RARA	CDKN1A	Activation	18000064
RARA	CRABP1	Activation	19596122
RARA	CRH	Activation	14993281
RARA	CXCR5	Activation	15325265
RARA	CYP1A1	Unknown	11327309
RARA	ETS1	Unknown	11077050
RARA	FGFBP1	Activation	17451432
RARA	GNRH2	Unknown	21993313
RARA	HCK	Unknown	11585914
RARA	HNF4A	Unknown	18270252
RARA	HSD17B2	Activation	17538076
